Student ID,Branch,CGPA,Skills,Interests,Location,College Tier,Region
S213,computer science,7.08,"Matlab , Spring , Apache Kafka , Cybersecurity , Keras , express , Spring",Power Systems,Chandigarh,TIER1,Semi-Urban
S214,IT,8.09,"NODE.JS , DL , Blockchain , Dev Ops , nodejs",Cloud Computing,Bombay,Tier-3,semi urban
S215,AI,7.4,"py, API, Python, React",data analytics,Coimbatore,tier1,URBAN
S216,bio tech,9.94,"data analysis,  Bash,  ReactJS,  ml,  c++",deep learning,new delhi,Tier-1,Urban
S217,Data Science,5.85,"react,  Fast API,  gitlab,  ANSYS,  DATA ANALYSIS",Database Design,chennai,Tier3,semi urban
S218,EE,8.98,"Django,  Hive,  kafka,  Django",Mobile Development,chandigarh,Tier3,RURAL
S219,Chemical Engg,,"gitlab,  C++,  Django,  GCP,  Nodejs,  Cyber Security,  GCP,  CYBERSECURITY,  hive",Product Mgmt,Lucknow,tier4,Semi-Urban
S220,DS,7.79,"ethical hacking, BLOCKCHAIN, Shell Scripting, PYTHON, Gel Electrophoresis, Machine Learning, C++",competitive coding,hyderabad,Tier-3,Semi-Urban
S221,Electrical Engineering,5.39,"Blockchain, React, github, POWERBI, SolidWorks, Express.js",Backend Development,gurgaon,Tier1,urban
S222,chemical engg,8.19,"AutoCAD , Mongo , linux , Bloomberg Terminal , API , nlp , DOCKER",Data Analytics,Jaipur,tier1,urban
S223,FINANCE,5.01,"Matlab,  kubernetes,  iot,  Tableau,  aspen plus",Deep Learning,Chennai,Tier-4,rural
S224,Artificial Intelligence,9.26,"Dev Ops,  DEEP LEARNING,  LINUX,  Hadoop",Database Design,Lucknow,Tier4,Rural
S225,CE,,"Cyber Security,  devops,  ML,  project management,  c++,  Simulink,  Ethereum,  jenkins",nlp,Chandigarh,Tier-2,URBAN
S226,Electrical Engineering,9.85,"Flask,django,embedded systems,GCP,Apache Kafka,Fintech",mobile apps,chandigarh,tier2,RURAL
S227,Architecture,8.55,"PCR,  Kafka,  MATLAB,  blockchain",automation,coimbatore,Tier-3,URBAN
S228,electrical engg,7.61,"C++,Spring Boot,K8s",Data Engineering,lucknow,Tier 2,Rural
S229,computer science,6.48,"Linux, FAST API, javascript, Node.js, STAAD.Pro, api, Docker",Fintech,Kolkata,Tier-3,RURAL
S230,ME,8.72,"devops,staad pro,CV,GitHub",data engineering,Jaipur,Tier-1,urban
S231,DATA SCIENCE,8.68,"Jenkins, JS, k8s, JS",Product Management,jaipur,TIER1,Urban
S232,DS,7.98,"Docker,  Ethical Hacking,  Power BI,  STAAD.Pro,  HTML,  REST API,  SolidWorks,  Matlab",full stack,Gurgaon,Tier3,urban
S233,electronics,6.07,"tableau,  docker,  fintech,  MongoDB,  Computer Vision",gaming,indore,Tier-4,rural
S234,CS,6.6,"MATLAB,  keras,  AWS",network security,Bombay,tier2,rural
S235,ECE,9.74,"python,  data engineering,  robotics,  ROS",Deep Learning,Hyderabad,Tier-3,Semi-Urban
S236,bio tech,5.36,"Spring,  React,  js,  Hadoop,  LINUX,  HTML,  MongoDB,  JAVA,  MongoDB",Computer Vision,pune,Tier1,Semi-Urban
S237,Architecture,5.03,"fastapi,  project management,  HTML,  staad pro,  Apache Kafka,  C++,  FINTECH,  MySQL",research,nagpur,tier4,Urban
S238,Civil,6.1,"TABLEAU,  tableau,  aspen plus,  hive,  matlab,  GraphQL,  flask,  Amazon Web Services",Full Stack Development,gurgaon,Tier 1,URBAN
S239,AI,9.52,"ethereum, GCP, natural language processing, GCP, Financial Modeling, flask",full-stack,jaipur,Tier 4,urban
S240,artificial intelligence,6.25,"CYBERSECURITY, MongoDB, Hive, Project Management",mobile development,pune,tier3,semi urban
S241,Electronics,6.53,"POWERBI , Spring , autocad , Autocad , autocad , MACHINE LEARNING , Jenkins , DOCKER",Network Security,jaipur,Tier 3,RURAL
S242,Electronics & Communication,5.54,"Flask,Fast API,statistical analysis,ROS,data analysis,Circuit Design,DL,CSS",web development,gurgaon,Tier 2,semi urban
S243,bio tech,6.83,"PROJECT MANAGEMENT,data engineering,data engineering,Fast API,Tableau",embedded systems,lucknow,Tier-1,Rural
S244,Electrical Engg,7.83,"Fast API , Cyber Security , JS , Spring Boot , Docker , FastAPI , bloomberg , Fast API",Research,Jaipur,Tier 3,Urban
S245,CS,6.62,"iot , matlab , matlab , Autocad , FAST API , Statistical Analysis , data analysis , aspen plus , Project Management",Product Mgmt,Noida,tier3,Urban
S246,civil engineering,7.2,"ethereum,html,statistical analysis,Gel Electrophoresis,ethereum",nlp,Nagpur,TIER2,urban
S247,Civil,7.4,"C++, java, GCP, machine learning, pytorch, Express, Financial Modeling",cloud computing,Chennai,Tier-1,Semi-Urban
S248,chemical engg,8.19,"github , hive , Shell Scripting , Circuit Design , Computer Vision , css , REST API , Data Visualization",cloud computing,Coimbatore,tier4,RURAL
S249,Civil Engineering,5.34,"iot,AWS,nodejs,Django,Java,NLP",databases,chandigarh,Tier-4,Urban
S250,Mechanical,5.59,"embedded systems,  bloomberg,  Django,  DevOps,  Python,  MATLAB",game dev,Nagpur,tier3,Semi-Urban
S251,electronics,8.71,"Data Engineering, solidworks, tensorflow, django, cybersecurity, keras, Google Cloud Platform, ReactJS",project management,coimbatore,Tier1,urban
S252,Mechanical Engineering,,"nlp,  redis,  nodejs,  Spring,  Microsoft Azure,  Jenkins,  POWERBI,  docker",mobile apps,ahmedabad,Tier-3,semi urban
S253,DATA SCIENCE,7.77,"Spark,  DevOps,  PostgreSQL,  PowerBI,  solidworks",Project Management,Bengaluru,tier1,rural
S254,civil engineering,6.69,"machine learning, C++, Redis, Spark, kafka, aws, STAAD.Pro",ai,Chennai,Tier-2,RURAL
S255,Information Technology,8.62,"iot,Bloomberg Terminal,Apache Spark,STAAD.Pro,Bloomberg Terminal,data visualization,vhdl",web development,vizag,Tier-4,rural
S256,Chemical Engg,5.18,"Bloomberg Terminal,  Machine Learning,  Python,  React",frontend,BANGALORE,TIER3,Urban
S257,Economics,9.6,"Statistical Analysis, Hive, PostgreSQL, AutoCAD, Data Visualization, postgresql, project management, Hive",Backend Development,delhi,TIER3,URBAN
S258,Electronics,9.01,"Keras,  solidworks,  ROS,  Kafka,  GitHub",Renewable Energy,jaipur,Tier4,Urban
S259,Civil,5.34,"IoT, postgres, GCP, TensorFlow, computer vision, Apache Kafka, GraphQL, POWERBI",full-stack,bengaluru,tier3,RURAL
S260,electronics,7.87,"Blockchain , Fintech , DEEP LEARNING , graphql",mobile apps,hyderabad,Tier2,rural
S261,Chemical Engg,8.89,"GraphQL,  REST API,  CSS",fintech,chandigarh,TIER2,semi urban
S262,mechanical,7.45,"Express,  AMAZON WEB SERVICES,  computer vision,  statistical analysis,  solidworks,  C++,  fintech",Renewable Energy,Vizag,Tier-1,semi urban
S263,information technology,7.3,"PYTHON , Project Management , Natural Language Processing , ReactJS , api , EXCEL , py , K8s",finance,bengaluru,tier3,Semi-Urban
S264,AI,8.76,"Deep Learning,SolidWorks,Linux,Azure,statistical analysis,SolidWorks",Backend Development,AHMEDABAD,Tier3,rural
S265,DS,8.69,"PYTHON, django, ML, Blockchain, Google Cloud, Aspen Plus",research,new delhi,Tier-1,Urban
S266,AI,7.38,"AutoCAD,simulink,Linux,docker,mongodb,REACT,fastapi,Data Analysis",Data Engineering,Kolkata,TIER2,semi urban
S267,Economics,5.39,"Bash , Aspen Plus , PCR , data visualization , Spring Boot , MONGODB , Machne Learning",game dev,pune,TIER2,URBAN
S268,Finance,8.22,"devops, docker, GitHub, PROJECT MANAGEMENT, Fintech",cybersecurity,Coimbatore,Tier-2,URBAN
S269,Economics,5.4,"Node.js, AMAZON WEB SERVICES, REACT, MySQL",research,NOIDA,Tier 1,urban
S270,AI/ML,5.42,"FastAPI , PYTORCH , powerbi , GitHub , Data Visualization , TensorFlow",CI/CD,Jaipur,Tier 3,URBAN
S271,ME,9.85,"MATLAB,vhdl,ML,VHDL,aspen plus,Aspen Plus,linux,Fintech",machine learning,Jaipur,tier2,RURAL
S272,EE,6.52,"django,  iot,  AI",Network Security,Pune,Tier1,Semi-Urban
S273,artificial intelligence,8.98,"AMAZON WEB SERVICES,GitLab,kubernetes,GCP,DEEP LEARNING,AutoCAD,AMAZON WEB SERVICES,PYTORCH",Software Engineering,Visakhapatnam,Tier-4,URBAN
S274,artificial intelligence,7.66,"GCP,DEEP LEARNING,Deep Learning,mysql,Deep Learning,django",CI/CD,mumbai,TIER1,Urban
S275,Mechanical,,"DATA ANALYSIS,Data Visualization,Express",machine learning,bangalore,Tier1,semi urban
S276,AI,6.56,"javascript,  MongoDB,  CSS,  kafka,  kubernetes,  Bash",Mobile Development,BANGALORE,Tier 2,Semi-Urban
S277,Computer Science,8.84,"GitHub, data engineering, PYTORCH, AWS",Software Engineering,Lucknow,Tier2,semi urban
S278,ELECTRONICS & COMMUNICATION,6.56,"JS , hive , Aspen Plus , Machine Learning , fastapi",app development,kolkata,Tier-1,rural
S279,information technology,7.17,"project management,Statistical Analysis,Machne Learning,Machne Learning",fintech,Vizag,Tier 1,rural
S280,data science,8.43,"sql , Financial Modeling , Financial Modeling , Docker , ansys , AI",computer vision,Coimbatore,Tier2,Urban
S281,architecture,8.62,"JS , gitlab , Spark , gitlab , AutoCAD , CYBERSECURITY",database design,chennai,Tier-4,Rural
S282,COMPUTER SCIENCE,7.25,"linux,DevOps,MATLAB,DOCKER,Python",CI/CD,Coimbatore,Tier 1,Semi-Urban
S283,Artificial Intelligence,7.49,"Microsoft Azure,  Data Visualization,  excel,  Nodejs,  Gel Electrophoresis,  Gel Electrophoresis,  Spring,  circuit design",mobile development,new delhi,Tier-1,Semi-Urban
S284,BioTech,8.12,"Circuit Design , DOCKER , c++ , Hadoop , computer vision , keras , HTML , c++",project management,Delhi,Tier-4,URBAN
S285,Mechanical Engineering,,"html,Computer Vision,Power BI",Full Stack Development,Kolkata,Tier2,rural
S286,Mechanical Engineering,7.85,"simulink,  Fintech,  nodejs,  gcp",Deep Learning,Bengaluru,Tier-1,Semi-Urban
S287,civil engineering,5.79,"GCP,  GitHub,  EXCEL,  postgres,  POWERBI,  kubernetes,  Matlab",full-stack,coimbatore,Tier 2,RURAL
S288,Electrical Engg,6.99,"Power BI, IoT, python, django, javascript, vhdl, Data Visualization, Java",web development,jaipur,Tier-2,Rural
S289,Data Science,9.45,"react , tensorflow , TABLEAU , keras",Network Security,bengaluru,tier3,urban
S290,chemical engg,5.19,"mongodb,  data engineering,  devops,  CSS,  K8s,  postgresql,  SQL",web dev,Pune,TIER3,Urban
S291,ECE,5.75,"Spring , computer vision , c++ , kafka , Fast API , api , Amazon Web Services",research,bangalore,TIER1,RURAL
S292,Information Technology,8.73,"DevOps,Azure,css,kafka,blockchain,data analysis,GitLab,data analysis",IoT,delhi,Tier 2,Semi-Urban
S293,ECE,7.88,"Google Cloud Platform , GCP , API",frontend dev,indore,Tier1,URBAN
S294,data science,8.08,"NLP,C++,gitlab,tensorflow,ANSYS,Spring Boot",Power Systems,bangalore,tier2,Urban
S295,Electronics,5.56,"java, Shell Scripting, ROS, Natural Language Processing, FAST API, MongoDB, FAST API",Fintech,gurugram,tier4,Urban
S296,AI/ML,6.42,"Bloomberg Terminal,Data analytics,bash,C++,aws,staad pro,mysql,PYTHON",Fintech,noida,tier1,RURAL
S297,CE,7.66,"blockchain , LINUX , AutoCAD , DL",Product Management,Noida,Tier3,Rural
S298,CSE,6.76,"aws,ansys,Statistical Analysis,keras,Tensorflow,blockchain,sql,Power BI",machine learning,Coimbatore,Tier3,rural
S299,EE,5.76,"github,MATLAB,embedded systems,MongoDB,MongoDB,Django",Computer Vision,Vizag,TIER1,Rural
S300,ECE,7.66,"ai,GCP,Express.js,deep learning,Excel,JavaScript,Spring Boot,hive",Mobile Development,mumbai,Tier-4,URBAN
