student_id,internship_id,applied,got_offer,skill_overlap_ratio,weighted_skill_match,num_matching_skills,total_required_skills,has_high_value_combination,num_high_value_skills,student_cgpa,student_tier,student_region,student_branch,internship_domain,stipend_score,internship_duration_weeks,duration_score,internship_work_type,location_match,domain_match,branch_match,rural_student_on_site_penalty
S028,INT006,1,1,0.667,0.658,2,3,1,2,9.02,Tier-2,Rural,Electrical Engineering,DevOps,0.32,8,0.267,On-site,0.4,0,0.0,1
S028,INT010,0,0,0.367,0.095,1,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Web Development,0.2,14,0.467,Remote,0.4,0,0.16,0
S028,INT022,1,1,0.567,0.5,3,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Product Management,0.32,12,0.4,On-site,0.4,0,0.0,1
S028,INT025,0,0,0.133,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Testing,0.72,18,0.6,Remote,0.4,0,0.0,0
S028,INT028,0,0,0.133,0.0,0,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,CI/CD,0.6,28,0.933,Remote,0.4,0,0.0,0
S028,INT034,1,0,0.6,0.333,1,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,AI,0.2,4,0.133,Remote,0.4,0,0.0,0
S028,INT038,1,1,0.267,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Security,0.48,8,0.267,Hybrid,0.4,0,0.0,0
S028,INT041,0,0,0.267,0.0,0,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,Cloud Services,0.32,6,0.2,Remote,0.4,0,0.0,0
S028,INT045,1,0,0.2,0.0,0,2,0,0,9.02,Tier-2,Rural,Electrical Engineering,DevOps,0.2,6,0.2,Remote,0.4,0,0.0,0
S028,INT048,0,0,0.2,0.0,0,2,0,0,9.02,Tier-2,Rural,Electrical Engineering,Machine Learning,0.32,6,0.2,On-site,0.4,0,0.0,1
S028,INT058,0,0,0.333,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Quality Assurance,0.2,20,0.667,On-site,0.4,0,0.0,1
S028,INT063,0,0,0.3,0.0,0,4,0,0,9.02,Tier-2,Rural,Electrical Engineering,Web Development,0.48,16,0.533,Remote,1.0,0,0.16,0
S028,INT064,0,0,0.6,0.333,1,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,Security,0.32,28,0.933,Hybrid,0.4,0,0.0,0
S028,INT079,1,0,0.267,0.0,0,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,Cloud Computing,0.4,30,1.0,Remote,0.4,0,0.26,0
S028,INT088,1,0,0.2,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Analytics,0.48,14,0.467,On-site,0.4,0,0.0,1
S028,INT098,0,0,0.3,0.0,0,4,0,0,9.02,Tier-2,Rural,Electrical Engineering,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.16,1
S028,INT102,0,0,0.133,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Finance,0.32,10,0.333,Hybrid,0.4,0,0.18,0
S028,INT108,0,0,0.2,0.0,0,2,0,0,9.02,Tier-2,Rural,Electrical Engineering,Cloud Services,0.6,10,0.333,Hybrid,0.4,0,0.0,0
S028,INT111,0,0,0.2,0.0,0,4,0,0,9.02,Tier-2,Rural,Electrical Engineering,Digital Marketing,0.32,22,0.733,On-site,0.4,0,0.0,1
S028,INT113,0,0,0.2,0.0,0,4,0,0,9.02,Tier-2,Rural,Electrical Engineering,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S028,INT116,0,0,0.333,0.0,0,6,0,0,9.02,Tier-2,Rural,Electrical Engineering,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,1
S028,INT117,0,0,0.4,0.0,0,2,0,0,9.02,Tier-2,Rural,Electrical Engineering,Quality Assurance,0.6,10,0.333,Remote,0.4,0,0.0,0
S028,INT119,0,0,0.32,0.0,0,5,0,0,9.02,Tier-2,Rural,Electrical Engineering,UI/UX Design,0.48,6,0.2,On-site,0.4,0,0.16,1
S028,INT120,0,0,0.267,0.0,0,3,0,0,9.02,Tier-2,Rural,Electrical Engineering,Network Security,0.48,22,0.733,Remote,0.4,0,0.0,0
S028,INT123,1,0,0.24,0.0,0,5,0,0,9.02,Tier-2,Rural,Electrical Engineering,Marketing,0.6,4,0.133,Hybrid,1.0,0,0.0,0
S028,INT134,0,0,0.24,0.0,0,5,0,0,9.02,Tier-2,Rural,Electrical Engineering,Security,0.6,6,0.2,On-site,0.4,0,0.0,1
S028,INT140,1,0,0.24,0.0,0,5,0,0,9.02,Tier-2,Rural,Electrical Engineering,Analytics,0.48,20,0.667,Remote,0.4,0,0.0,0
S028,INT146,0,0,0.35,0.25,1,4,0,0,9.02,Tier-2,Rural,Electrical Engineering,Analytics,0.4,18,0.6,Hybrid,0.4,0,0.0,0
S028,INT143,0,0,0.52,0.2,1,5,0,0,9.02,Tier-2,Rural,Electrical Engineering,Marketing,0.72,30,1.0,Remote,0.4,0,0.0,0
S028,INT132,1,1,0.5,0.5,1,2,0,0,9.02,Tier-2,Rural,Electrical Engineering,App Development,0.32,12,0.4,Hybrid,0.4,0,0.0,0
S029,INT013,0,0,0.28,0.2,1,5,0,0,8.89,Tier-1,Rural,Biotechnology,Analytics,0.48,28,0.933,Hybrid,1.0,0,0.0,0
S029,INT021,1,1,0.333,0.0,0,6,0,0,8.89,Tier-1,Rural,Biotechnology,Quality Assurance,0.6,6,0.2,Remote,0.4,0,0.0,0
S029,INT027,0,0,0.2,0.0,0,4,0,0,8.89,Tier-1,Rural,Biotechnology,Machine Learning,0.4,16,0.533,Remote,0.4,0,0.0,0
S029,INT029,0,0,0.7,0.5,1,2,0,0,8.89,Tier-1,Rural,Biotechnology,Product Management,0.48,20,0.667,Remote,0.4,0,0.0,0
S029,INT032,0,0,0.16,0.0,0,5,0,0,8.89,Tier-1,Rural,Biotechnology,Database Management,0.8,4,0.133,Hybrid,0.4,0,0.0,0
S029,INT033,0,0,0.2,0.0,0,2,0,0,8.89,Tier-1,Rural,Biotechnology,Cloud Computing,0.4,10,0.333,Hybrid,0.4,0,0.2,0
S029,INT044,0,0,0.36,0.2,1,5,0,0,8.89,Tier-1,Rural,Biotechnology,Cloud Services,0.2,6,0.2,Remote,0.4,0,0.0,0
S029,INT052,0,0,0.333,0.0,0,6,0,0,8.89,Tier-1,Rural,Biotechnology,Cloud Computing,0.4,24,0.8,Hybrid,1.0,0,0.2,0
S029,INT054,1,0,0.2,0.0,0,2,0,0,8.89,Tier-1,Rural,Biotechnology,App Development,0.48,6,0.2,Remote,1.0,0,0.0,0
S029,INT057,0,0,0.5,0.5,1,2,0,0,8.89,Tier-1,Rural,Biotechnology,App Development,0.32,4,0.133,Remote,0.4,0,0.0,0
S029,INT069,0,0,0.433,0.167,1,6,0,0,8.89,Tier-1,Rural,Biotechnology,Finance,0.6,4,0.133,On-site,1.0,0,0.14,1
S029,INT106,0,0,0.32,0.0,0,5,0,0,8.89,Tier-1,Rural,Biotechnology,Network Security,0.72,4,0.133,On-site,0.4,0,0.0,1
S029,INT109,0,0,0.2,0.0,0,2,0,0,8.89,Tier-1,Rural,Biotechnology,Analytics,0.4,16,0.533,Hybrid,0.4,0,0.0,0
S029,INT112,0,0,0.2,0.0,0,2,0,0,8.89,Tier-1,Rural,Biotechnology,Marketing,0.32,6,0.2,Hybrid,0.4,0,0.0,0
S029,INT148,1,1,0.36,0.2,1,5,0,0,8.89,Tier-1,Rural,Biotechnology,Testing,0.4,14,0.467,On-site,0.4,0,0.0,1
S029,INT150,1,0,0.467,0.333,1,3,0,0,8.89,Tier-1,Rural,Biotechnology,Security,1.0,22,0.733,Remote,0.4,0,0.0,0
S029,INT150,0,0,0.467,0.333,1,3,0,0,8.89,Tier-1,Rural,Biotechnology,Security,1.0,22,0.733,Remote,0.4,0,0.0,0
S029,INT041,0,0,0.467,0.333,1,3,0,0,8.89,Tier-1,Rural,Biotechnology,Cloud Services,0.32,6,0.2,Remote,0.4,0,0.0,0
S030,INT006,0,0,0.267,0.0,0,3,0,0,6.65,Tier-3,Urban,Computer Science,DevOps,0.32,8,0.267,On-site,0.4,0,1.0,0
S030,INT010,1,1,0.2,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Web Development,0.2,14,0.467,Remote,0.4,0,1.0,0
S030,INT022,0,0,0.133,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Product Management,0.32,12,0.4,On-site,0.4,0,0.0,0
S030,INT025,1,0,0.2,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Testing,0.72,18,0.6,Remote,0.4,0,0.0,0
S030,INT028,1,1,0.467,0.333,1,3,0,0,6.65,Tier-3,Urban,Computer Science,CI/CD,0.6,28,0.933,Remote,0.4,0,0.0,0
S030,INT034,0,0,0.467,0.333,1,3,0,0,6.65,Tier-3,Urban,Computer Science,AI,0.2,4,0.133,Remote,0.4,0,0.0,0
S030,INT038,1,0,0.367,0.167,1,6,0,0,6.65,Tier-3,Urban,Computer Science,Security,0.48,8,0.267,Hybrid,0.4,0,0.0,0
S030,INT041,0,0,0.133,0.0,0,3,0,0,6.65,Tier-3,Urban,Computer Science,Cloud Services,0.32,6,0.2,Remote,0.4,0,0.0,0
S030,INT045,0,0,0.4,0.0,0,2,0,0,6.65,Tier-3,Urban,Computer Science,DevOps,0.2,6,0.2,Remote,0.4,0,1.0,0
S030,INT048,0,0,0.4,0.0,0,2,0,0,6.65,Tier-3,Urban,Computer Science,Machine Learning,0.32,6,0.2,On-site,0.4,0,0.0,0
S030,INT058,0,0,0.2,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Quality Assurance,0.2,20,0.667,On-site,0.4,0,0.0,0
S030,INT063,0,0,0.2,0.0,0,4,0,0,6.65,Tier-3,Urban,Computer Science,Web Development,0.48,16,0.533,Remote,0.4,0,1.0,0
S030,INT064,1,0,0.467,0.333,1,3,0,0,6.65,Tier-3,Urban,Computer Science,Security,0.32,28,0.933,Hybrid,0.4,0,0.0,0
S030,INT079,0,0,0.267,0.0,0,3,0,0,6.65,Tier-3,Urban,Computer Science,Cloud Computing,0.4,30,1.0,Remote,0.4,0,1.0,0
S030,INT088,0,0,0.133,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Analytics,0.48,14,0.467,On-site,0.4,0,0.0,0
S030,INT098,1,1,0.6,0.5,2,4,0,0,6.65,Tier-3,Urban,Computer Science,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.65,0
S030,INT102,1,0,0.133,0.0,0,6,0,0,6.65,Tier-3,Urban,Computer Science,Finance,0.32,10,0.333,Hybrid,0.4,0,0.45,0
S030,INT108,0,0,0.4,0.0,0,2,0,0,6.65,Tier-3,Urban,Computer Science,Cloud Services,0.6,10,0.333,Hybrid,0.4,0,0.0,0
S030,INT111,1,0,0.3,0.0,0,4,0,0,6.65,Tier-3,Urban,Computer Science,Digital Marketing,0.32,22,0.733,On-site,0.4,0,0.0,0
S030,INT113,0,0,0.2,0.0,0,4,0,0,6.65,Tier-3,Urban,Computer Science,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S030,INT116,1,0,0.467,0.333,2,6,0,0,6.65,Tier-3,Urban,Computer Science,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,0
S030,INT117,0,0,0.4,0.0,0,2,0,0,6.65,Tier-3,Urban,Computer Science,Quality Assurance,0.6,10,0.333,Remote,0.4,0,0.0,0
S030,INT119,1,0,0.48,0.4,2,5,0,0,6.65,Tier-3,Urban,Computer Science,UI/UX Design,0.48,6,0.2,On-site,0.4,0,0.65,0
S030,INT120,0,0,0.267,0.0,0,3,0,0,6.65,Tier-3,Urban,Computer Science,Network Security,0.48,22,0.733,Remote,0.4,0,0.0,0
S030,INT123,1,1,0.44,0.2,1,5,0,0,6.65,Tier-3,Urban,Computer Science,Marketing,0.6,4,0.133,Hybrid,0.4,0,0.0,0
S030,INT134,0,0,0.16,0.0,0,5,0,0,6.65,Tier-3,Urban,Computer Science,Security,0.6,6,0.2,On-site,0.4,0,0.0,0
S030,INT140,0,0,0.24,0.0,0,5,0,0,6.65,Tier-3,Urban,Computer Science,Analytics,0.48,20,0.667,Remote,0.4,0,0.0,0
S030,INT146,1,1,0.35,0.25,1,4,0,0,6.65,Tier-3,Urban,Computer Science,Analytics,0.4,18,0.6,Hybrid,0.4,0,0.0,0
S030,INT074,0,0,0.36,0.2,1,5,0,0,6.65,Tier-3,Urban,Computer Science,Testing,0.2,10,0.333,On-site,0.4,0,0.0,0
S030,INT098,1,1,0.6,0.5,2,4,0,0,6.65,Tier-3,Urban,Computer Science,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.65,0
S032,INT002,0,0,0.4,0.0,0,2,0,0,5.68,Tier-3,Urban,IT,Software Development,0.6,30,1.0,Remote,0.4,0,0.0,0
S032,INT007,1,0,0.267,0.0,0,3,0,0,5.68,Tier-3,Urban,IT,Business Analysis,0.2,24,0.8,On-site,0.4,0,0.0,0
S032,INT012,0,0,0.2,0.0,0,4,0,0,5.68,Tier-3,Urban,IT,Cloud Computing,0.32,6,0.2,Hybrid,0.4,0,1.0,0
S032,INT024,1,1,0.133,0.0,0,6,0,0,5.68,Tier-3,Urban,IT,Mobile Development,0.2,16,0.533,Remote,0.4,0,1.0,0
S032,INT026,0,0,0.24,0.0,0,5,0,0,5.68,Tier-3,Urban,IT,Product Management,0.2,14,0.467,On-site,1.0,0,0.0,0
S032,INT062,0,0,0.2,0.0,0,2,0,0,5.68,Tier-3,Urban,IT,Artificial Intelligence,0.32,22,0.733,Hybrid,1.0,0,1.0,0
S032,INT072,0,0,0.267,0.0,0,3,0,0,5.68,Tier-3,Urban,IT,Data Engineering,0.2,18,0.6,On-site,0.4,0,1.0,0
S032,INT082,0,0,0.133,0.0,0,3,0,0,5.68,Tier-3,Urban,IT,Financial Services,0.48,24,0.8,Hybrid,0.4,0,0.0,0
S032,INT090,1,0,0.133,0.0,0,3,0,0,5.68,Tier-3,Urban,IT,Fintech,0.72,12,0.4,On-site,0.7,0,0.0,0
S032,INT101,0,0,0.467,0.333,1,3,0,0,5.68,Tier-3,Urban,IT,Database Management,0.72,18,0.6,On-site,0.4,0,0.0,0
S032,INT133,0,0,0.16,0.0,0,5,0,0,5.68,Tier-3,Urban,IT,App Development,0.32,18,0.6,On-site,0.4,0,0.0,0
S032,INT135,1,0,0.45,0.25,1,4,0,0,5.68,Tier-3,Urban,IT,Quality Assurance,0.8,30,1.0,On-site,0.4,0,0.0,0
S032,INT138,0,0,0.367,0.167,1,6,0,0,5.68,Tier-3,Urban,IT,Analytics,0.6,8,0.267,Remote,0.4,0,0.0,0
S032,INT143,0,0,0.56,0.4,2,5,0,0,5.68,Tier-3,Urban,IT,Marketing,0.72,30,1.0,Remote,0.4,0,0.0,0
S032,INT070,0,0,0.167,0.167,1,6,0,0,5.68,Tier-3,Urban,IT,Software Engineering,0.4,14,0.467,On-site,0.4,0,1.0,0
S032,INT135,0,0,0.45,0.25,1,4,0,0,5.68,Tier-3,Urban,IT,Quality Assurance,0.8,30,1.0,On-site,0.4,0,0.0,0
S034,INT011,1,1,0.267,0.0,0,6,0,0,9.54,Tier-3,Rural,Electronics & Communication,Data Science,0.48,4,0.133,Remote,0.4,0,0.0,0
S034,INT031,0,0,0.4,0.0,0,3,0,0,9.54,Tier-3,Rural,Electronics & Communication,Data Science & Analytics,0.6,12,0.4,Hybrid,0.4,0,0.42,0
S034,INT035,0,0,0.267,0.0,0,3,0,0,9.54,Tier-3,Rural,Electronics & Communication,Cybersecurity,0.48,18,0.6,On-site,0.4,0,0.56,1
S034,INT043,1,1,0.2,0.0,0,2,0,0,9.54,Tier-3,Rural,Electronics & Communication,Product Management,0.32,6,0.2,On-site,0.4,0,0.0,1
S034,INT060,0,0,0.133,0.0,0,3,0,0,9.54,Tier-3,Rural,Electronics & Communication,Software Development,0.48,12,0.4,Remote,0.4,0,0.0,0
S034,INT068,0,0,0.16,0.0,0,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Artificial Intelligence,0.4,8,0.267,Hybrid,0.4,0,0.54,0
S034,INT070,0,0,0.3,0.167,1,6,0,0,9.54,Tier-3,Rural,Electronics & Communication,Software Engineering,0.4,14,0.467,On-site,0.4,0,0.0,1
S034,INT074,0,0,0.52,0.2,1,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Testing,0.2,10,0.333,On-site,0.4,0,0.0,1
S034,INT075,1,0,0.24,0.0,0,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Mobile Development,0.72,20,0.667,Hybrid,1.0,0,0.22,0
S034,INT080,0,0,0.2,0.0,0,2,0,0,9.54,Tier-3,Rural,Electronics & Communication,AI,0.72,22,0.733,Hybrid,0.4,0,0.0,0
S034,INT081,0,0,0.44,0.2,1,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Finance,0.72,14,0.467,Remote,0.4,0,0.18,0
S034,INT094,1,0,0.4,0.0,0,3,0,0,9.54,Tier-3,Rural,Electronics & Communication,Business Analysis,0.6,16,0.533,Remote,0.4,0,0.0,0
S034,INT125,0,0,0.24,0.0,0,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Financial Services,0.4,22,0.733,Remote,0.4,0,0.0,0
S034,INT136,0,0,0.3,0.0,0,4,0,0,9.54,Tier-3,Rural,Electronics & Communication,Testing,0.4,24,0.8,On-site,0.7,0,0.0,1
S034,INT139,0,0,0.44,0.2,1,5,0,0,9.54,Tier-3,Rural,Electronics & Communication,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S034,INT045,0,0,0.7,0.167,1,2,0,0,9.54,Tier-3,Rural,Electronics & Communication,DevOps,0.2,6,0.2,Remote,0.4,0,0.0,0
S034,INT121,1,1,0.5,0.5,1,2,0,1,9.54,Tier-3,Rural,Electronics & Communication,Data Engineering,0.72,18,0.6,On-site,1.0,0,0.0,1
S036,INT085,1,0,0.0,0.0,0,4,0,0,9.15,Tier-2,Rural,Electronics & Communication,Web Development,0.8,8,0.267,On-site,0.4,0,0.24,1
S036,INT013,0,0,0.16,0.0,0,5,0,0,9.15,Tier-2,Rural,Electronics & Communication,Analytics,0.48,28,0.933,Hybrid,0.4,0,0.0,0
S036,INT021,0,0,0.2,0.0,0,6,0,0,9.15,Tier-2,Rural,Electronics & Communication,Quality Assurance,0.6,6,0.2,Remote,0.4,0,0.0,0
S036,INT027,0,0,0.1,0.0,0,4,0,0,9.15,Tier-2,Rural,Electronics & Communication,Machine Learning,0.4,16,0.533,Remote,0.7,0,0.0,0
S036,INT029,0,0,0.2,0.0,0,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,Product Management,0.48,20,0.667,Remote,0.7,0,0.0,0
S036,INT032,1,0,0.08,0.0,0,5,0,0,9.15,Tier-2,Rural,Electronics & Communication,Database Management,0.8,4,0.133,Hybrid,0.4,0,0.0,0
S036,INT033,0,0,0.2,0.0,0,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,Cloud Computing,0.4,10,0.333,Hybrid,0.4,0,0.38,0
S036,INT044,0,0,0.28,0.2,1,5,0,0,9.15,Tier-2,Rural,Electronics & Communication,Cloud Services,0.2,6,0.2,Remote,0.7,0,0.0,0
S036,INT052,0,0,0.367,0.5,1,6,0,1,9.15,Tier-2,Rural,Electronics & Communication,Cloud Computing,0.4,24,0.8,Hybrid,0.4,0,0.38,0
S036,INT054,0,0,0.2,0.0,0,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,App Development,0.48,6,0.2,Remote,0.4,0,0.0,0
S036,INT057,0,0,0.5,0.5,1,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,App Development,0.32,4,0.133,Remote,0.4,0,0.0,0
S036,INT069,0,0,0.367,0.167,1,6,0,0,9.15,Tier-2,Rural,Electronics & Communication,Finance,0.6,4,0.133,On-site,1.0,0,0.18,1
S036,INT106,1,0,0.24,0.0,0,5,0,0,9.15,Tier-2,Rural,Electronics & Communication,Network Security,0.72,4,0.133,On-site,0.7,0,0.0,1
S036,INT109,0,0,0.2,0.0,0,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,Analytics,0.4,16,0.533,Hybrid,0.4,0,0.0,0
S036,INT112,1,0,0.2,0.0,0,2,0,0,9.15,Tier-2,Rural,Electronics & Communication,Marketing,0.32,6,0.2,Hybrid,0.4,0,0.0,0
S036,INT148,0,0,0.16,0.0,0,5,0,0,9.15,Tier-2,Rural,Electronics & Communication,Testing,0.4,14,0.467,On-site,0.7,0,0.0,1
S036,INT150,1,0,0.267,0.0,0,3,0,0,9.15,Tier-2,Rural,Electronics & Communication,Security,1.0,22,0.733,Remote,0.4,0,0.0,0
S037,INT004,0,0,0.2,0.0,0,2,0,0,8.99,Tier-3,Urban,Civil Engineering,Fintech,0.48,4,0.133,On-site,0.4,0,0.0,0
S037,INT034,0,0,0.333,0.333,1,3,0,0,8.99,Tier-3,Urban,Civil Engineering,AI,0.2,4,0.133,Remote,0.4,0,0.0,0
S038,INT009,1,1,0.32,0.0,0,5,0,0,6.11,Tier-2,Rural,Computer Science,Mobile Development,0.4,4,0.133,Hybrid,1.0,0,1.0,0
S038,INT017,0,0,0.4,0.0,0,3,0,0,6.11,Tier-2,Rural,Computer Science,Data Science,0.72,28,0.933,Remote,1.0,0,0.0,0
S038,INT133,0,0,0.52,0.2,1,5,0,0,6.11,Tier-2,Rural,Computer Science,App Development,0.32,18,0.6,On-site,0.4,0,0.0,1
S038,INT102,0,0,0.3,0.099,1,6,0,0,6.11,Tier-2,Rural,Computer Science,Finance,0.32,10,0.333,Hybrid,0.4,0,0.45,0
S039,INT002,0,0,0.2,0.0,0,2,0,0,9.75,Tier-3,Rural,IT,Software Development,0.6,30,1.0,Remote,0.4,0,0.0,0
S039,INT007,1,0,0.267,0.0,0,3,0,0,9.75,Tier-3,Rural,IT,Business Analysis,0.2,24,0.8,On-site,0.4,0,0.0,1
S039,INT012,0,0,0.1,0.0,0,4,0,0,9.75,Tier-3,Rural,IT,Cloud Computing,0.32,6,0.2,Hybrid,1.0,0,1.0,0
S039,INT024,0,0,0.267,0.0,0,6,0,0,9.75,Tier-3,Rural,IT,Mobile Development,0.2,16,0.533,Remote,0.4,0,1.0,0
S039,INT026,0,0,0.36,0.2,1,5,0,0,9.75,Tier-3,Rural,IT,Product Management,0.2,14,0.467,On-site,0.4,0,0.0,1
S039,INT062,1,0,0.2,0.0,0,2,0,0,9.75,Tier-3,Rural,IT,Artificial Intelligence,0.32,22,0.733,Hybrid,1.0,0,1.0,0
S039,INT072,0,0,0.467,0.333,1,3,0,0,9.75,Tier-3,Rural,IT,Data Engineering,0.2,18,0.6,On-site,0.4,0,1.0,1
S039,INT082,1,1,0.667,0.667,2,3,0,0,9.75,Tier-3,Rural,IT,Financial Services,0.48,24,0.8,Hybrid,0.4,0,0.0,0
S039,INT090,0,0,0.267,0.0,0,3,0,0,9.75,Tier-3,Rural,IT,Fintech,0.72,12,0.4,On-site,0.4,0,0.0,1
S039,INT101,0,0,0.333,0.333,1,3,0,0,9.75,Tier-3,Rural,IT,Database Management,0.72,18,0.6,On-site,0.4,0,0.0,1
S039,INT133,0,0,0.52,0.2,1,5,0,0,9.75,Tier-3,Rural,IT,App Development,0.32,18,0.6,On-site,0.4,0,0.0,1
S039,INT135,0,0,0.35,0.25,1,4,0,0,9.75,Tier-3,Rural,IT,Quality Assurance,0.8,30,1.0,On-site,0.4,0,0.0,1
S039,INT138,0,0,0.2,0.0,0,6,0,0,9.75,Tier-3,Rural,IT,Analytics,0.6,8,0.267,Remote,0.4,0,0.0,0
S039,INT143,1,1,0.36,0.2,1,5,0,0,9.75,Tier-3,Rural,IT,Marketing,0.72,30,1.0,Remote,1.0,0,0.0,0
S039,INT009,0,0,0.36,0.2,1,5,0,0,9.75,Tier-3,Rural,IT,Mobile Development,0.4,4,0.133,Hybrid,1.0,0,1.0,0
S043,INT010,0,0,0.167,0.527,1,6,0,1,5.3,Tier-2,Urban,Electronics & Communication,Web Development,0.2,14,0.467,Remote,0.4,0,0.24,0
S043,INT085,0,0,0.0,0.0,0,4,0,0,5.3,Tier-2,Urban,Electronics & Communication,Web Development,0.8,8,0.267,On-site,0.4,0,0.24,0
S043,INT011,0,0,0.233,0.167,1,6,0,0,5.3,Tier-2,Urban,Electronics & Communication,Data Science,0.48,4,0.133,Remote,0.4,0,0.0,0
S043,INT031,1,0,0.467,0.333,1,3,0,0,5.3,Tier-2,Urban,Electronics & Communication,Data Science & Analytics,0.6,12,0.4,Hybrid,1.0,0,0.42,0
S043,INT035,1,1,0.467,0.333,1,3,0,0,5.3,Tier-2,Urban,Electronics & Communication,Cybersecurity,0.48,18,0.6,On-site,0.4,0,0.56,0
S043,INT043,0,0,0.7,0.5,1,2,0,0,5.3,Tier-2,Urban,Electronics & Communication,Product Management,0.32,6,0.2,On-site,0.4,0,0.0,0
S043,INT060,0,0,0.467,0.333,1,3,0,0,5.3,Tier-2,Urban,Electronics & Communication,Software Development,0.48,12,0.4,Remote,0.4,0,0.0,0
S043,INT068,0,0,0.36,0.115,1,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Artificial Intelligence,0.4,8,0.267,Hybrid,0.4,0,0.54,0
S043,INT070,1,0,0.4,0.333,2,6,0,0,5.3,Tier-2,Urban,Electronics & Communication,Software Engineering,0.4,14,0.467,On-site,0.4,0,0.0,0
S043,INT074,0,0,0.48,0.4,2,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Testing,0.2,10,0.333,On-site,0.4,0,0.0,0
S043,INT075,0,0,0.16,0.0,0,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Mobile Development,0.72,20,0.667,Hybrid,1.0,0,0.22,0
S043,INT080,0,0,0.2,0.0,0,2,0,0,5.3,Tier-2,Urban,Electronics & Communication,AI,0.72,22,0.733,Hybrid,0.4,0,0.0,0
S043,INT081,0,0,0.16,0.0,0,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Finance,0.72,14,0.467,Remote,0.4,0,0.18,0
S043,INT094,0,0,0.467,0.333,1,3,0,0,5.3,Tier-2,Urban,Electronics & Communication,Business Analysis,0.6,16,0.533,Remote,0.4,0,0.0,0
S043,INT125,0,0,0.16,0.0,0,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Financial Services,0.4,22,0.733,Remote,0.4,0,0.0,0
S043,INT136,1,0,0.2,0.0,0,4,0,0,5.3,Tier-2,Urban,Electronics & Communication,Testing,0.4,24,0.8,On-site,0.4,0,0.0,0
S043,INT139,0,0,0.16,0.0,0,5,0,0,5.3,Tier-2,Urban,Electronics & Communication,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S043,INT113,0,0,0.25,0.25,1,4,0,0,5.3,Tier-2,Urban,Electronics & Communication,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S043,INT022,0,0,0.167,0.167,1,6,0,0,5.3,Tier-2,Urban,Electronics & Communication,Product Management,0.32,12,0.4,On-site,0.4,0,0.0,0
S043,INT138,1,0,0.3,0.167,1,6,0,0,5.3,Tier-2,Urban,Electronics & Communication,Analytics,0.6,8,0.267,Remote,0.4,0,0.0,0
S044,INT023,0,0,0.7,0.5,1,2,0,0,5.36,Tier-2,Rural,Architecture,Security,0.4,12,0.4,Remote,0.4,0,0.0,0
S044,INT114,1,1,0.28,0.543,1,5,0,1,5.36,Tier-2,Rural,Architecture,Product Management,0.2,28,0.933,Hybrid,0.4,0,0.0,0
S044,INT144,0,0,0.3,0.167,1,6,0,0,5.36,Tier-2,Rural,Architecture,Analytics,0.48,14,0.467,Hybrid,0.4,0,0.0,0
