Student ID,Branch,CGPA,Skills,Interests,Location,College Tier,Region
S266,AI,7.38,"AutoCAD, Data Analysis, Docker, FastAPI, Linux, MongoDB, React, Simulink",Data Engineering,Kolkata,Tier-2,Urban
S267,Finance,5.39,"Aspen Plus, Bash, Data Visualization, Machine Learning, MongoDB, PCR, Spring Boot",Game Dev,Pune,Tier-2,Urban
S268,Finance,8.22,"DevOps, Docker, Fintech, GitHub, Project Management",Cybersecurity,Other City,Tier-2,Urban
S269,Finance,5.4,"AWS, MySQL, Node JS, React",Research,Noida,Tier-1,Urban
S270,AI,5.42,"Data Visualization, FastAPI, GitHub, Power BI, PyTorch, TensorFlow",CI/CD,Jaipur,Tier-3,Urban
S271,Mechanical Engineering,9.85,"Aspen Plus, Fintech, Linux, MATLAB, Machine Learning, VHDL",Machine Learning,Jaipur,Tier-2,Rural
S272,Electrical Engineering,6.52,"AI, Django, IoT",Network Security,Pune,Tier-1,Urban
S274,AI,7.66,"Deep Learning, Django, Google Cloud Platform, MySQL",CI/CD,Mumbai,Tier-1,Urban
S276,AI,6.56,"Apache Kafka, Bash, CSS, JavaScript, Kubernetes, MongoDB",Mobile Development,Bangalore,Tier-2,Urban
S277,Computer Science,8.84,"AWS, Data Engineering, GitHub, PyTorch",Software Engineering,Lucknow,Tier-2,Urban
S278,Electronics & Communication,6.56,"Apache Hive, Aspen Plus, FastAPI, JavaScript, Machine Learning",App Development,Kolkata,Tier-1,Rural
S279,IT,7.17,"Machine Learning, Project Management, Statistical Analysis",Fintech,Other City,Tier-1,Rural
S280,Data Science,8.43,"AI, ANSYS, Docker, Financial Modeling, SQL",Computer Vision,Other City,Tier-2,Urban
S282,Computer Science,7.25,"DevOps, Docker, Linux, MATLAB, Python",CI/CD,Other City,Tier-1,Urban
S283,AI,7.49,"Circuit Design, Data Visualization, Excel, Gel Electrophoresis, Microsoft Azure, Node.js, Spring Boot",Mobile Development,Delhi,Tier-1,Urban
S286,Mechanical Engineering,7.85,"Fintech, Google Cloud Platform, Node.js, Simulink",Deep Learning,Bangalore,Tier-1,Urban
S287,Civil Engineering,5.79,"Excel, GitHub, Google Cloud Platform, Kubernetes, MATLAB, PostgreSQL, Power BI",Full Stack,Other City,Tier-2,Rural
S288,Electrical Engineering,6.99,"Data Visualization, Django, IoT, Java, JavaScript, Power BI, Python, VHDL",Web Development,Jaipur,Tier-2,Rural
S289,Data Science,9.45,"Keras, React, Tableau, TensorFlow",Network Security,Bangalore,Tier-3,Urban
S290,Chemical Engineering,5.19,"CSS, Data Engineering, DevOps, Kubernetes, MongoDB, PostgreSQL, SQL",Web Dev,Pune,Tier-3,Urban
S291,Electronics & Communication,5.75,"API, AWS, Apache Kafka, C++, Computer Vision, FastAPI, Spring Boot",Research,Bangalore,Tier-1,Rural
S292,IT,8.73,"Apache Kafka, Blockchain, CSS, Data Analysis, DevOps, GitLab, Microsoft Azure",IoT,Delhi,Tier-2,Urban
S293,Electronics & Communication,7.88,"API, Google Cloud Platform",Frontend Dev,Indore,Tier-1,Urban
S294,Data Science,8.08,"ANSYS, C++, GitLab, NLP, Spring Boot, TensorFlow",Power Systems,Bangalore,Tier-2,Urban
S296,AI,6.42,"AWS, Bash, Bloomberg Terminal, C++, Data Analysis, MySQL, Python, STAAD.Pro",Fintech,Noida,Tier-1,Rural
S297,Civil Engineering,7.66,"AutoCAD, Blockchain, Deep Learning, Linux",Product Management,Noida,Tier-3,Rural
S298,Computer Science,6.76,"ANSYS, AWS, Blockchain, Keras, Power BI, SQL, Statistical Analysis, TensorFlow",Machine Learning,Other City,Tier-3,Rural
S299,Electrical Engineering,5.76,"Django, Embedded Systems, GitHub, MATLAB, MongoDB",Computer Vision,Other City,Tier-1,Rural
